use_case,window,data_size,algorithm,max_date,min_date,x_train_size,y_train_size,x_test_size,y_test_size,time_train,time_test,Mean absolute error,R2 
W15P90.0,15,90.0,Stacking Regressor,2015/07/31,2015/07/17,12041,12041,3011,3011,1.891522299963981,0.009730800054967403,611.9395316306966,0.940776795488967
W15P75.0,15,75.0,Linear Regression,2015/07/31,2015/07/17,10035,10035,2509,2509,0.05385670019313693,0.0033418000675737858,926.7129350376949,0.8544393548632274
W15P75.0,15,75.0,Decision Tree Regressor,2015/07/31,2015/07/17,10035,10035,2509,2509,0.24004940036684275,0.0038206996396183968,993.3877542878641,0.8280776561216707
W15P75.0,15,75.0,Lasso,2015/07/31,2015/07/17,10035,10035,2509,2509,0.07997960038483143,0.006129800342023373,927.9910297566645,0.8542022757825587
W15P75.0,15,75.0,Random Forest Regressor,2015/07/31,2015/07/17,10035,10035,2509,2509,1.9528900999575853,0.014771400019526482,793.8288959744918,0.8978651102412438
W15P75.0,15,75.0,Stacking Regressor,2015/07/31,2015/07/17,10035,10035,2509,2509,2.030675099696964,0.01058650016784668,608.2570369004503,0.9376950668759165
W15P50.0,15,50.0,Linear Regression,2015/07/31,2015/07/17,6689,6689,1673,1673,0.04785889992490411,0.003446099814027548,952.3004504628856,0.8320517111814596
W15P50.0,15,50.0,Decision Tree Regressor,2015/07/31,2015/07/17,6689,6689,1673,1673,0.1778429001569748,0.005242899991571903,1092.416270719901,0.7834505429531615
W15P50.0,15,50.0,Lasso,2015/07/31,2015/07/17,6689,6689,1673,1673,0.03952029999345541,0.0037798001430928707,954.0070213876568,0.8317781841649091
W15P50.0,15,50.0,Random Forest Regressor,2015/07/31,2015/07/17,6689,6689,1673,1673,1.0345345996320248,0.0074256001971662045,871.6275552898983,0.8641893311506217
W15P50.0,15,50.0,Stacking Regressor,2015/07/31,2015/07/17,6689,6689,1673,1673,0.9996960000135005,0.004379399586468935,668.259189388272,0.921603657032887
W15P25.0,15,25.0,Linear Regression,2015/07/31,2015/07/17,3344,3344,837,837,0.02359599992632866,0.0027395999059081078,951.4076706697222,0.8470030446169617
W15P25.0,15,25.0,Decision Tree Regressor,2015/07/31,2015/07/17,3344,3344,837,837,0.08584789978340268,0.0035359999164938927,1135.7214689723658,0.779099309770118
W15P25.0,15,25.0,Lasso,2015/07/31,2015/07/17,3344,3344,837,837,0.023306600283831358,0.004492599982768297,952.9716366877063,0.8465784131085309
W15P25.0,15,25.0,Random Forest Regressor,2015/07/31,2015/07/17,3344,3344,837,837,0.5524740000255406,0.006479000207036734,881.6745519713263,0.8673184922232384
W15P25.0,15,25.0,Stacking Regressor,2015/07/31,2015/07/17,3344,3344,837,837,0.5610360000282526,0.00442209979519248,750.5844864191802,0.9124822816299449
W15P10.0,15,10.0,Linear Regression,2015/07/31,2015/07/17,1337,1337,335,335,0.021549399942159653,0.004365299828350544,916.1215290544513,0.8819490043170823
W15P10.0,15,10.0,Decision Tree Regressor,2015/07/31,2015/07/17,1337,1337,335,335,0.03799849981442094,0.0022952998988330364,1265.823353015144,0.7452506191078454
W15P10.0,15,10.0,Lasso,2015/07/31,2015/07/17,1337,1337,335,335,0.016039100009948015,0.001991999801248312,917.2654417666499,0.8815818130144715
W15P10.0,15,10.0,Random Forest Regressor,2015/07/31,2015/07/17,1337,1337,335,335,0.26196590019389987,0.0048917001113295555,996.4074626865673,0.8512424380050134
W15P10.0,15,10.0,Stacking Regressor,2015/07/31,2015/07/17,1337,1337,335,335,0.3170810001902282,0.005635300185531378,737.7234057976046,0.9145817173109648
W15P5.0,15,5.0,Linear Regression,2015/07/31,2015/07/17,668,668,168,168,0.011812400072813034,0.002078699879348278,1064.870716688096,0.7580949787050488
W15P5.0,15,5.0,Decision Tree Regressor,2015/07/31,2015/07/17,668,668,168,168,0.018821400124579668,0.003150399774312973,1528.0003543083901,0.6137550642415293
W15P5.0,15,5.0,Lasso,2015/07/31,2015/07/17,668,668,168,168,0.008985800202935934,0.0017772000283002853,1066.4932438948135,0.7581368651135315
W15P5.0,15,5.0,Random Forest Regressor,2015/07/31,2015/07/17,668,668,168,168,0.08190810028463602,0.003776600118726492,1132.759523809524,0.778666820264379
W15P5.0,15,5.0,Stacking Regressor,2015/07/31,2015/07/17,668,668,168,168,0.17313999962061644,0.003284200094640255,930.6350408035325,0.8031088522202476
W15P1.0,15,1.0,Linear Regression,2015/07/31,2015/07/17,133,133,34,34,0.005804599728435278,0.0019392999820411205,1023.3241928033,0.8439314742107912
W15P1.0,15,1.0,Decision Tree Regressor,2015/07/31,2015/07/17,133,133,34,34,0.005795500241219997,0.002595599740743637,1640.5590336134455,0.5291219009900288
W15P1.0,15,1.0,Lasso,2015/07/31,2015/07/17,133,133,34,34,0.004349300172179937,0.002057500183582306,1019.6589782299061,0.846734041533218
W15P1.0,15,1.0,Random Forest Regressor,2015/07/31,2015/07/17,133,133,34,34,0.019630800001323223,0.002448400016874075,1218.6823529411765,0.7801086111979674
W15P1.0,15,1.0,Stacking Regressor,2015/07/31,2015/07/17,133,133,34,34,0.10615110024809837,0.005162500310689211,936.0895272043529,0.8538255051938117
W30P100.0,30,100.0,Linear Regression,2015/07/31,2015/07/02,26760,26760,6690,6690,0.11817010026425123,0.005839499644935131,944.7468479423053,0.8505495701708794
W30P100.0,30,100.0,Decision Tree Regressor,2015/07/31,2015/07/02,26760,26760,6690,6690,0.6894676997326314,0.006338600069284439,968.7096353982,0.838921659959428
W30P100.0,30,100.0,Lasso,2015/07/31,2015/07/02,26760,26760,6690,6690,0.11487190006300807,0.004714500159025192,944.8391955036593,0.8506263427268981
W30P100.0,30,100.0,Random Forest Regressor,2015/07/31,2015/07/02,26760,26760,6690,6690,4.712495599873364,0.01841909997165203,780.2349028400598,0.8991772195067378
W30P100.0,30,100.0,Stacking Regressor,2015/07/31,2015/07/02,26760,26760,6690,6690,3.5908091999590397,0.018222200218588114,533.7942690941238,0.9502147003453342
W30P90.0,30,90.0,Linear Regression,2015/07/31,2015/07/02,24084,24084,6021,6021,0.13284459989517927,0.005423899739980698,988.7995310444148,0.8432357220120745
W30P90.0,30,90.0,Decision Tree Regressor,2015/07/31,2015/07/02,24084,24084,6021,6021,0.5925362999550998,0.00516940001398325,1029.034390695369,0.8236869840671013
W30P90.0,30,90.0,Lasso,2015/07/31,2015/07/02,24084,24084,6021,6021,0.12973890034481883,0.01045559998601675,989.2546718716196,0.8432078354255433
W30P90.0,30,90.0,Random Forest Regressor,2015/07/31,2015/07/02,24084,24084,6021,6021,5.570022800005972,0.026227999944239855,822.0914715163594,0.893457591052265
W30P90.0,30,90.0,Stacking Regressor,2015/07/31,2015/07/02,24084,24084,6021,6021,3.6416984000243247,0.015383500140160322,550.2585823936679,0.950159627571345
W30P75.0,30,75.0,Linear Regression,2015/07/31,2015/07/02,20070,20070,5018,5018,0.10930099990218878,0.007454599719494581,935.8470478046647,0.8573755059922592
W30P75.0,30,75.0,Decision Tree Regressor,2015/07/31,2015/07/02,20070,20070,5018,5018,0.5380297000519931,0.003940700087696314,1017.2770838968162,0.8223901248023121
W30P75.0,30,75.0,Lasso,2015/07/31,2015/07/02,20070,20070,5018,5018,0.10257280012592673,0.0036766999401152134,936.0779619749815,0.8573798530361512
W30P75.0,30,75.0,Random Forest Regressor,2015/07/31,2015/07/02,20070,20070,5018,5018,3.5553878997452557,0.02501900028437376,788.1184934236747,0.8979064154038694
W30P75.0,30,75.0,Stacking Regressor,2015/07/31,2015/07/02,20070,20070,5018,5018,2.9528533997945487,0.015016499906778336,558.472095896236,0.9469199332341279
W30P50.0,30,50.0,Linear Regression,2015/07/31,2015/07/02,13380,13380,3345,3345,0.07199259987100959,0.005386299919337034,959.9045937687579,0.8499180050749774
W30P50.0,30,50.0,Decision Tree Regressor,2015/07/31,2015/07/02,13380,13380,3345,3345,0.3330278000794351,0.004059800412505865,1100.7204185458988,0.7980342152693702
W30P50.0,30,50.0,Lasso,2015/07/31,2015/07/02,13380,13380,3345,3345,0.06895159976556897,0.006846600212156773,960.2724217893543,0.8499686157960933
W30P50.0,30,50.0,Random Forest Regressor,2015/07/31,2015/07/02,13380,13380,3345,3345,2.3806622000411153,0.009987600147724152,864.058913801694,0.881998136769256
W30P50.0,30,50.0,Stacking Regressor,2015/07/31,2015/07/02,13380,13380,3345,3345,2.0680772997438908,0.007222400046885014,612.4882544041791,0.9380555574247416
W30P25.0,30,25.0,Linear Regression,2015/07/31,2015/07/02,6689,6689,1673,1673,0.03218910004943609,0.002698299940675497,929.2421824709827,0.861340327353889
W30P25.0,30,25.0,Decision Tree Regressor,2015/07/31,2015/07/02,6689,6689,1673,1673,0.14675890002399683,0.003175700083374977,1138.5025683720103,0.7797633306895544
W30P25.0,30,25.0,Lasso,2015/07/31,2015/07/02,6689,6689,1673,1673,0.031932400073856115,0.0025089001283049583,929.6428093906466,0.8613366605018906
W30P25.0,30,25.0,Random Forest Regressor,2015/07/31,2015/07/02,6689,6689,1673,1673,1.0037737004458904,0.009457700420171022,883.4508069336522,0.8743267652404256
W30P25.0,30,25.0,Stacking Regressor,2015/07/31,2015/07/02,6689,6689,1673,1673,1.0504067996516824,0.009970199782401323,687.286835164639,0.9264359562094999
W30P10.0,30,10.0,Linear Regression,2015/07/31,2015/07/02,2676,2676,669,669,0.0241886000148952,0.0028373999521136284,918.4715437897773,0.8601796972832345
W30P10.0,30,10.0,Decision Tree Regressor,2015/07/31,2015/07/02,2676,2676,669,669,0.0919701000675559,0.005458700004965067,1224.961504687847,0.7209932708764797
W30P10.0,30,10.0,Lasso,2015/07/31,2015/07/02,2676,2676,669,669,0.03759929956868291,0.005183999892324209,918.3988885591885,0.8600713509715721
W30P10.0,30,10.0,Random Forest Regressor,2015/07/31,2015/07/02,2676,2676,669,669,0.48079369962215424,0.006339400075376034,936.6617339312406,0.8321092902587708
W30P10.0,30,10.0,Stacking Regressor,2015/07/31,2015/07/02,2676,2676,669,669,0.5539348996244371,0.005675999913364649,724.4468297348317,0.9080979219943796
W30P5.0,30,5.0,Linear Regression,2015/07/31,2015/07/02,1337,1337,335,335,0.015625400003045797,0.0022791000083088875,918.6256338944186,0.8583975570412014
W30P5.0,30,5.0,Decision Tree Regressor,2015/07/31,2015/07/02,1337,1337,335,335,0.034382100217044353,0.0025726999156177044,1162.1925515280739,0.7665265821372101
W30P5.0,30,5.0,Lasso,2015/07/31,2015/07/02,1337,1337,335,335,0.012546699959784746,0.001989500131458044,919.033534397889,0.8584029441385024
W30P5.0,30,5.0,Random Forest Regressor,2015/07/31,2015/07/02,1337,1337,335,335,0.17614810029044747,0.003620899748057127,944.8791044776119,0.8428616712876722
W30P5.0,30,5.0,Stacking Regressor,2015/07/31,2015/07/02,1337,1337,335,335,0.31169989984482527,0.004079200327396393,713.5761195392543,0.9132927055347964
W30P1.0,30,1.0,Linear Regression,2015/07/31,2015/07/02,267,267,67,67,0.005958099849522114,0.003528200089931488,997.5887670069544,0.8811407995039204
W30P1.0,30,1.0,Decision Tree Regressor,2015/07/31,2015/07/02,267,267,67,67,0.008479599840939045,0.002148900181055069,1427.1888770433548,0.7230062290916682
W30P1.0,30,1.0,Lasso,2015/07/31,2015/07/02,267,267,67,67,0.006304300390183926,0.0022054999135434628,997.4348737759822,0.8811493348497447
W30P1.0,30,1.0,Random Forest Regressor,2015/07/31,2015/07/02,267,267,67,67,0.040730500128120184,0.0027288999408483505,982.1194029850749,0.8522252491822009
W30P1.0,30,1.0,Stacking Regressor,2015/07/31,2015/07/02,267,267,67,67,0.17525389976799488,0.006876999977976084,848.972780845637,0.9096162801046015
W60P100.0,60,100.0,Linear Regression,2015/07/31,2015/06/02,53520,53520,13380,13380,0.33353509986773133,0.012994799762964249,990.2812134913393,0.8443053940998907
W60P100.0,60,100.0,Decision Tree Regressor,2015/07/31,2015/06/02,53520,53520,13380,13380,1.6169849000871181,0.010215400252491236,953.3756991362004,0.8559124066133227
W60P100.0,60,100.0,Lasso,2015/07/31,2015/06/02,53520,53520,13380,13380,0.2510334998369217,0.00965140014886856,990.6021872138823,0.8443202356667199
W60P100.0,60,100.0,Random Forest Regressor,2015/07/31,2015/06/02,53520,53520,13380,13380,11.772212199866772,0.04585979972034693,774.5515881913303,0.9077721619706306
W60P100.0,60,100.0,Stacking Regressor,2015/07/31,2015/06/02,53520,53520,13380,13380,8.047597600147128,0.030358599964529276,474.0079941445739,0.9612920545602123
W60P90.0,60,90.0,Linear Regression,2015/07/31,2015/06/02,48168,48168,12042,12042,0.24151259986683726,0.008012600243091583,979.7671776666573,0.8532332867832607
W60P90.0,60,90.0,Decision Tree Regressor,2015/07/31,2015/06/02,48168,48168,12042,12042,1.4048121999949217,0.011043900158256292,965.8854625214801,0.853403658761174
W60P90.0,60,90.0,Lasso,2015/07/31,2015/06/02,48168,48168,12042,12042,0.29896009992808104,0.011944899801164865,980.0356947672295,0.8532345940878351
W60P90.0,60,90.0,Random Forest Regressor,2015/07/31,2015/06/02,48168,48168,12042,12042,10.51372170029208,0.03953590011224151,764.8240713059846,0.9111829212998833
W60P90.0,60,90.0,Stacking Regressor,2015/07/31,2015/06/02,48168,48168,12042,12042,7.48023430025205,0.037338399793952703,475.24315154544917,0.9615680921518662
W60P75.0,60,75.0,Linear Regression,2015/07/31,2015/06/02,40140,40140,10035,10035,0.2367890002205968,0.009969300124794245,998.8512156775703,0.8490128563635351
W60P75.0,60,75.0,Decision Tree Regressor,2015/07/31,2015/06/02,40140,40140,10035,10035,1.1964748003520072,0.008953599724918604,999.3845203068767,0.8429464530232331
W60P75.0,60,75.0,Lasso,2015/07/31,2015/06/02,40140,40140,10035,10035,0.3040421004407108,0.012589899823069572,999.1743985310262,0.8489841790233286
W60P75.0,60,75.0,Random Forest Regressor,2015/07/31,2015/06/02,40140,40140,10035,10035,8.761195900384337,0.03214620007202029,804.3677727952168,0.8978477024628163
W60P75.0,60,75.0,Stacking Regressor,2015/07/31,2015/06/02,40140,40140,10035,10035,6.052479600068182,0.024395599961280823,509.75660354775846,0.9544813165267568
W60P50.0,60,50.0,Linear Regression,2015/07/31,2015/06/02,26760,26760,6690,6690,0.15247699990868568,0.008339600171893835,977.1503381725852,0.8579676027917825
W60P50.0,60,50.0,Decision Tree Regressor,2015/07/31,2015/06/02,26760,26760,6690,6690,0.7646413003094494,0.0063507999293506145,1004.3284475824469,0.8379721421083421
W60P50.0,60,50.0,Lasso,2015/07/31,2015/06/02,26760,26760,6690,6690,0.1310322000645101,0.006406999658793211,977.4369942151724,0.8579451290113339
W60P50.0,60,50.0,Random Forest Regressor,2015/07/31,2015/06/02,26760,26760,6690,6690,5.674304500222206,0.02199360029771924,794.3581315396115,0.9049205430228648
W60P50.0,60,50.0,Stacking Regressor,2015/07/31,2015/06/02,26760,26760,6690,6690,3.9294054000638425,0.013441199902445078,558.5378403579829,0.9491170287210924
W60P25.0,60,25.0,Linear Regression,2015/07/31,2015/06/02,13380,13380,3345,3345,0.053646800108253956,0.003157299943268299,1016.3546462408252,0.831577074753715
W60P25.0,60,25.0,Decision Tree Regressor,2015/07/31,2015/06/02,13380,13380,3345,3345,0.2903824998065829,0.003318999893963337,1162.8551446081476,0.7872782484914368
W60P25.0,60,25.0,Lasso,2015/07/31,2015/06/02,13380,13380,3345,3345,0.05821850011125207,0.0026406999677419662,1016.6763523634651,0.8315854259157228
W60P25.0,60,25.0,Random Forest Regressor,2015/07/31,2015/06/02,13380,13380,3345,3345,2.2069930001161993,0.01085949968546629,898.8326457399104,0.8710872776893872
W60P25.0,60,25.0,Stacking Regressor,2015/07/31,2015/06/02,13380,13380,3345,3345,1.966401900164783,0.00945310015231371,672.0833721912805,0.9244215455711652
W60P10.0,60,10.0,Linear Regression,2015/07/31,2015/06/02,5352,5352,1338,1338,0.02502930024638772,0.0025729001499712467,971.7479241969983,0.8555099269255114
W60P10.0,60,10.0,Decision Tree Regressor,2015/07/31,2015/06/02,5352,5352,1338,1338,0.1089194999076426,0.0025531002320349216,1240.2245942189052,0.7578030798179551
W60P10.0,60,10.0,Lasso,2015/07/31,2015/06/02,5352,5352,1338,1338,0.02133479993790388,0.002427599858492613,972.0360665960776,0.8554950375635183
W60P10.0,60,10.0,Random Forest Regressor,2015/07/31,2015/06/02,5352,5352,1338,1338,0.7842048001475632,0.004479499999433756,936.8014200298952,0.8646476150093126
W60P10.0,60,10.0,Stacking Regressor,2015/07/31,2015/06/02,5352,5352,1338,1338,0.7406979999504983,0.005373499821871519,724.9024931507566,0.9207818285160666
W60P5.0,60,5.0,Linear Regression,2015/07/31,2015/06/02,2676,2676,669,669,0.015577400103211403,0.0018735001794993877,945.6555522684414,0.8764621476567542
W60P5.0,60,5.0,Decision Tree Regressor,2015/07/31,2015/06/02,2676,2676,669,669,0.050968400202691555,0.0021425001323223114,1208.253358267708,0.7701082849910375
W60P5.0,60,5.0,Lasso,2015/07/31,2015/06/02,2676,2676,669,669,0.014485999941825867,0.0018358002416789532,945.8833812497235,0.8763815543273458
W60P5.0,60,5.0,Random Forest Regressor,2015/07/31,2015/06/02,2676,2676,669,669,0.351549900136888,0.004501400049775839,962.8487294469357,0.8572082173868822
W60P5.0,60,5.0,Stacking Regressor,2015/07/31,2015/06/02,2676,2676,669,669,0.49435439985245466,0.003817200195044279,748.0667234162036,0.9168726964729386
W60P1.0,60,1.0,Linear Regression,2015/07/31,2015/06/02,535,535,134,134,0.007645099889487028,0.002012600190937519,1010.720906873627,0.8721067802897196
W60P1.0,60,1.0,Decision Tree Regressor,2015/07/31,2015/06/02,535,535,134,134,0.011927200015634298,0.0019426001235842705,1480.3165600568584,0.716611663344797
W60P1.0,60,1.0,Lasso,2015/07/31,2015/06/02,535,535,134,134,0.00761000020429492,0.0016569001600146294,1010.0358802181701,0.8724430495833813
W60P1.0,60,1.0,Random Forest Regressor,2015/07/31,2015/06/02,535,535,134,134,0.05861489987000823,0.0023268996737897396,1127.7477611940296,0.8337887102881996
W60P1.0,60,1.0,Stacking Regressor,2015/07/31,2015/06/02,535,535,134,134,0.13898750022053719,0.0031746001914143562,880.1638392153139,0.9002866000263761
W90P100.0,90,100.0,Linear Regression,2015/07/31,2015/05/03,80280,80280,20070,20070,0.4215587000362575,0.0121307997033,982.5859850755968,0.8644397737112057
W90P100.0,90,100.0,Decision Tree Regressor,2015/07/31,2015/05/03,80280,80280,20070,20070,2.3363036001101136,0.017272899858653545,835.3249660172496,0.8953271188632288
W90P100.0,90,100.0,Lasso,2015/07/31,2015/05/03,80280,80280,20070,20070,0.4812461999244988,0.01749320002272725,982.8496459018289,0.864418694481174
W90P100.0,90,100.0,Random Forest Regressor,2015/07/31,2015/05/03,80280,80280,20070,20070,17.434234499931335,0.09151840023696423,664.6435426008969,0.9359592865881665
W90P100.0,90,100.0,Stacking Regressor,2015/07/31,2015/05/03,80280,80280,20070,20070,12.495884099975228,0.043678900226950645,434.11447332619167,0.9700900835170523
W90P90.0,90,90.0,Linear Regression,2015/07/31,2015/05/03,72252,72252,18063,18063,0.37012000009417534,0.011212100274860859,974.3114695489442,0.8668287516649653
W90P90.0,90,90.0,Decision Tree Regressor,2015/07/31,2015/05/03,72252,72252,18063,18063,2.2889009001664817,0.017377600073814392,848.9909535816589,0.8901405535902857
W90P90.0,90,90.0,Lasso,2015/07/31,2015/05/03,72252,72252,18063,18063,0.4112147996202111,0.016324300318956375,974.6584429205591,0.8668150072992904
W90P90.0,90,90.0,Random Forest Regressor,2015/07/31,2015/05/03,72252,72252,18063,18063,19.43072439962998,0.05867519974708557,674.9823340530368,0.9326911879080637
W90P90.0,90,90.0,Stacking Regressor,2015/07/31,2015/05/03,72252,72252,18063,18063,12.23850730014965,0.04331040009856224,443.91997558074104,0.9684825429392263
W90P75.0,90,75.0,Linear Regression,2015/07/31,2015/05/03,60209,60209,15053,15053,0.3451547999866307,0.012283900287002325,977.6631995089184,0.8606374393449462
W90P75.0,90,75.0,Decision Tree Regressor,2015/07/31,2015/05/03,60209,60209,15053,15053,2.9680055999197066,0.014386999886482954,855.4369370399633,0.8928322851202186
W90P75.0,90,75.0,Lasso,2015/07/31,2015/05/03,60209,60209,15053,15053,0.34155000001192093,0.009287199936807156,977.9362777542547,0.860649768731963
W90P75.0,90,75.0,Random Forest Regressor,2015/07/31,2015/05/03,60209,60209,15053,15053,13.594742499757558,0.0454114000312984,683.0706968710556,0.931573232812176
W90P75.0,90,75.0,Stacking Regressor,2015/07/31,2015/05/03,60209,60209,15053,15053,9.239213999826461,0.03511269995942712,456.97674819783737,0.9673204400537412
W90P50.0,90,50.0,Linear Regression,2015/07/31,2015/05/03,40140,40140,10035,10035,0.23958070017397404,0.009119200054556131,962.125525254951,0.868072346352379
W90P50.0,90,50.0,Decision Tree Regressor,2015/07/31,2015/05/03,40140,40140,10035,10035,1.1866193003952503,0.012952899560332298,906.9928680174519,0.8751874583243049
W90P50.0,90,50.0,Lasso,2015/07/31,2015/05/03,40140,40140,10035,10035,0.2851530001498759,0.009379500057548285,962.4460440630538,0.8680732885706963
W90P50.0,90,50.0,Random Forest Regressor,2015/07/31,2015/05/03,40140,40140,10035,10035,8.690164500381798,0.033538300078362226,728.5624015944195,0.9227052039320094
W90P50.0,90,50.0,Stacking Regressor,2015/07/31,2015/05/03,40140,40140,10035,10035,6.276913700159639,0.021306300070136786,507.46312321403735,0.9596380129191127
W90P25.0,90,25.0,Linear Regression,2015/07/31,2015/05/03,20070,20070,5018,5018,0.09325210005044937,0.0051784999668598175,1010.0381482939576,0.8608491760276784
W90P25.0,90,25.0,Decision Tree Regressor,2015/07/31,2015/05/03,20070,20070,5018,5018,0.5492913997732103,0.006532300263643265,1030.431246204667,0.848057140216039
W90P25.0,90,25.0,Lasso,2015/07/31,2015/05/03,20070,20070,5018,5018,0.12499439995735884,0.006012000143527985,1010.4071406923504,0.8608639756890676
W90P25.0,90,25.0,Random Forest Regressor,2015/07/31,2015/05/03,20070,20070,5018,5018,4.848837399855256,0.020235199946910143,824.4965524113193,0.9045939432489126
W90P25.0,90,25.0,Stacking Regressor,2015/07/31,2015/05/03,20070,20070,5018,5018,4.423130299896002,0.019879399798810482,606.7959335254797,0.9454794488243939
W90P10.0,90,10.0,Linear Regression,2015/07/31,2015/05/03,8028,8028,2007,2007,0.05542879970744252,0.005308799911290407,959.1467119708003,0.8665171288040006
W90P10.0,90,10.0,Decision Tree Regressor,2015/07/31,2015/05/03,8028,8028,2007,2007,0.27129859989508986,0.004213900305330753,1128.730803815487,0.805020926376785
W90P10.0,90,10.0,Lasso,2015/07/31,2015/05/03,8028,8028,2007,2007,0.053559800144284964,0.003222099971026182,959.7281510577058,0.8664897248018475
W90P10.0,90,10.0,Random Forest Regressor,2015/07/31,2015/05/03,8028,8028,2007,2007,1.5795346996746957,0.007152699865400791,868.9659691081215,0.8877221332206744
W90P10.0,90,10.0,Stacking Regressor,2015/07/31,2015/05/03,8028,8028,2007,2007,1.638120099902153,0.005932900123298168,686.0745092549844,0.9265040770391456
W90P5.0,90,5.0,Linear Regression,2015/07/31,2015/05/03,4014,4014,1004,1004,0.019343500025570393,0.002626500092446804,935.9568145861527,0.8959059508556043
W90P5.0,90,5.0,Decision Tree Regressor,2015/07/31,2015/05/03,4014,4014,1004,1004,0.08507579984143376,0.004424199927598238,1237.7529652168264,0.798790438233969
W90P5.0,90,5.0,Lasso,2015/07/31,2015/05/03,4014,4014,1004,1004,0.018148299772292376,0.0021593002602458,936.6302171139246,0.8958023524966099
W90P5.0,90,5.0,Random Forest Regressor,2015/07/31,2015/05/03,4014,4014,1004,1004,0.689508100040257,0.008981999941170216,940.0971115537849,0.8808437715992462
W90P5.0,90,5.0,Stacking Regressor,2015/07/31,2015/05/03,4014,4014,1004,1004,1.0083137000910938,0.005303999874740839,723.8175838174086,0.932317232927737
W90P1.0,90,1.0,Linear Regression,2015/07/31,2015/05/03,803,803,201,201,0.011284800246357918,0.0019063004292547703,874.698661639184,0.9019400483794883
W90P1.0,90,1.0,Decision Tree Regressor,2015/07/31,2015/05/03,803,803,201,201,0.020980900153517723,0.0038116001524031162,1409.696552949538,0.6981547585306597
W90P1.0,90,1.0,Lasso,2015/07/31,2015/05/03,803,803,201,201,0.010079099796712399,0.003356299828737974,875.4368452588775,0.9018988122267729
W90P1.0,90,1.0,Random Forest Regressor,2015/07/31,2015/05/03,803,803,201,201,0.11910720029845834,0.003788500092923641,1101.486567164179,0.8022130974553557
W90P1.0,90,1.0,Stacking Regressor,2015/07/31,2015/05/03,803,803,201,201,0.26273109996691346,0.0032631000503897667,769.0287077206262,0.9182833007666333
W120P100.0,120,100.0,Linear Regression,2015/07/31,2015/04/03,107040,107040,26760,26760,0.7787021999247372,0.023969999980181456,965.953227474022,0.8715714966224545
W120P100.0,120,100.0,Decision Tree Regressor,2015/07/31,2015/04/03,107040,107040,26760,26760,3.6915873996913433,0.023952200077474117,840.1745576388926,0.8965181131766944
W120P100.0,120,100.0,Lasso,2015/07/31,2015/04/03,107040,107040,26760,26760,0.5669602998532355,0.01730359997600317,966.2714541379219,0.8715677203765689
W120P100.0,120,100.0,Random Forest Regressor,2015/07/31,2015/04/03,107040,107040,26760,26760,27.273767900187522,0.09741809964179993,657.1409013452915,0.9364012669300941
W120P100.0,120,100.0,Stacking Regressor,2015/07/31,2015/04/03,107040,107040,26760,26760,16.68603159999475,0.10714949993416667,409.9753557756865,0.9737318518010509
W120P90.0,120,90.0,Linear Regression,2015/07/31,2015/04/03,96336,96336,24084,24084,0.6067754002287984,0.01832510018721223,955.7572388694937,0.8705807254979527
W120P90.0,120,90.0,Decision Tree Regressor,2015/07/31,2015/04/03,96336,96336,24084,24084,3.3164517995901406,0.016776000149548054,855.0227738121471,0.8875589286980817
W120P90.0,120,90.0,Lasso,2015/07/31,2015/04/03,96336,96336,24084,24084,0.5331637999042869,0.017761200200766325,956.1598661759639,0.8705602422007557
W120P90.0,120,90.0,Random Forest Regressor,2015/07/31,2015/04/03,96336,96336,24084,24084,22.090581600088626,0.07948429975658655,665.9631207440624,0.9336222913426276
